지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
401,서초,2020-10-22,13.9,0,2
401,서초,2020-10-23,9.5,0,2.6
401,서초,2020-10-24,9.3,0,2.1
401,서초,2020-10-25,11.3,0,1.2
401,서초,2020-10-26,12.8,0,1.2
401,서초,2020-10-27,13.9,0,1.1
401,서초,2020-10-28,14.6,0,2
401,서초,2020-10-29,10.7,0,1.2
401,서초,2020-10-30,11.3,0,1
401,서초,2020-10-31,13.5,0,1.3
401,서초,2020-11-01,13.4,7,1.4
401,서초,2020-11-02,11.1,.5,1.4
401,서초,2020-11-03,5.8,.5,3.1
401,서초,2020-11-04,5.7,0,2.1
401,서초,2020-11-05,9.7,0,1.1
401,서초,2020-11-06,13.4,0,1.1
401,서초,2020-11-07,14.8,0,1.4
401,서초,2020-11-08,9.2,0,2.6
401,서초,2020-11-09,6.8,0,1.7
401,서초,2020-11-10,7.8,0,1.5
401,서초,2020-11-11,9,0,1.1
401,서초,2020-11-12,10.9,0,1.1
401,서초,2020-11-13,11.5,0,1.1
401,서초,2020-11-14,12,0,1.2
401,서초,2020-11-15,10.7,0,1.2
401,서초,2020-11-16,12.1,0,1
401,서초,2020-11-17,16.4,0,1
401,서초,2020-11-18,17.6,5,1.3
401,서초,2020-11-19,14.5,75,2.1
401,서초,2020-11-20,3.9,0,2.3
401,서초,2020-11-21,7.1,0,1.3
401,서초,2020-11-22,6.2,3.5,1.7
401,서초,2020-11-23,2.8,0,1.8
401,서초,2020-11-24,4.3,0,1.3
401,서초,2020-11-25,5.4,0,1.1
401,서초,2020-11-26,6.4,0,1.2
401,서초,2020-11-27,5.1,0,2.2
401,서초,2020-11-28,.8,0,2.3
401,서초,2020-11-29,.6,0,1.5
401,서초,2020-11-30,.7,0,1.5
401,서초,2020-12-01,2.5,0,1.3
401,서초,2020-12-02,3.8,0,1.6
401,서초,2020-12-03,1.8,0,2.2
401,서초,2020-12-04,.1,0,1.4
401,서초,2020-12-05,2.7,0,1.1
401,서초,2020-12-06,4.4,0,1
401,서초,2020-12-07,4.3,0,2.1
401,서초,2020-12-08,.4,0,1.6
401,서초,2020-12-09,1.8,0,1.1
401,서초,2020-12-10,6.6,0,1.1
401,서초,2020-12-11,6.1,0,1.2
401,서초,2020-12-12,3.1,0,1.8
401,서초,2020-12-13,-.8,1.5,2.3
401,서초,2020-12-14,-6.8,0,3.2
401,서초,2020-12-15,-7,0,2.5
401,서초,2020-12-16,-7.1,0,2.5
401,서초,2020-12-17,-4.6,0,1.3
401,서초,2020-12-18,-1.4,0,2.2
401,서초,2020-12-19,-3.9,0,2
401,서초,2020-12-20,-3.4,0,1.5
401,서초,2020-12-21,-1.1,0,1.1
401,서초,2020-12-22,2,0,1.3
401,서초,2020-12-23,5,0,1.5
401,서초,2020-12-24,3.6,0,2.1
401,서초,2020-12-25,-.2,0,1.7
401,서초,2020-12-26,2.4,0,1.2
401,서초,2020-12-27,5.5,0,1.1
401,서초,2020-12-28,6.8,2,1
401,서초,2020-12-29,.3,0,2.4
401,서초,2020-12-30,-10.2,0,3.6
401,서초,2020-12-31,-7.8,0,2.1
402,강동,2016-01-01,.6,0,.8
402,강동,2016-01-02,5.6,0,.7
402,강동,2016-01-03,6.3,0,.5
402,강동,2016-01-04,3.6,0,.9
402,강동,2016-01-05,-1.2,0,1.4
402,강동,2016-01-06,-1,0,.9
402,강동,2016-01-07,-1.9,0,1
402,강동,2016-01-08,-2.1,0,.9
402,강동,2016-01-09,-.7,0,1
402,강동,2016-01-10,1.9,0,1
402,강동,2016-01-11,-2,0,1.2
402,강동,2016-01-12,-3.1,0,1.3
402,강동,2016-01-13,-3.1,0,1.1
402,강동,2016-01-14,-2.6,0,.9
402,강동,2016-01-15,-.4,0,.9
402,강동,2016-01-16,-.4,0,1.2
402,강동,2016-01-17,1.5,0,1.1
402,강동,2016-01-18,-4.6,0,1.5
402,강동,2016-01-19,-10.8,0,1.7
402,강동,2016-01-20,-9.4,0,1.2
402,강동,2016-01-21,-6,0,1.1
402,강동,2016-01-22,-6.2,0,1
402,강동,2016-01-23,-9.8,0,1.3
402,강동,2016-01-24,-12.8,0,1.2
402,강동,2016-01-25,-8.5,0,1
402,강동,2016-01-26,-3,0,.9
402,강동,2016-01-27,0,0,.8
402,강동,2016-01-28,-.5,0,1.1
402,강동,2016-01-29,2.5,0,2
402,강동,2016-01-30,1.5,0,1.1
402,강동,2016-01-31,-2.3,0,1.3
402,강동,2016-02-01,-4.3,0,1.5
402,강동,2016-02-02,-4.1,0,1.3
402,강동,2016-02-03,-2.6,0,1
402,강동,2016-02-04,.2,0,.9
402,강동,2016-02-05,-.9,0,1
402,강동,2016-02-06,-1.6,0,1.2
402,강동,2016-02-07,-2.8,0,1
402,강동,2016-02-08,1.5,0,1.7
402,강동,2016-02-09,1.7,0,1.3
402,강동,2016-02-10,2,0,1
402,강동,2016-02-11,7.5,0,1.2
402,강동,2016-02-12,8.7,16.5,.9
402,강동,2016-02-13,10.9,19.5,1.1
402,강동,2016-02-14,-1.2,.5,1.7
402,강동,2016-02-15,-4.4,0,1.2
402,강동,2016-02-16,-1.5,.5,1.2
402,강동,2016-02-17,.8,0,1.1
402,강동,2016-02-18,4.4,0,2.1
402,강동,2016-02-19,3.5,0,1
402,강동,2016-02-20,2.1,0,1.3
402,강동,2016-02-21,.6,0,1.1
402,강동,2016-02-22,1.6,0,1.2
402,강동,2016-02-23,1.2,0,1.2
402,강동,2016-02-24,-1.7,0,1.4
402,강동,2016-02-25,.5,0,1.3
402,강동,2016-02-26,3.1,0,1.1
402,강동,2016-02-27,3.6,.5,1.2
402,강동,2016-02-28,1,3,1.4
402,강동,2016-02-29,-2.6,0,1.2
402,강동,2016-03-01,-1.7,0,1.3
402,강동,2016-03-02,3.6,0,1.7
402,강동,2016-03-03,7.7,0,1.4
402,강동,2016-03-04,12.1,0,1.2
402,강동,2016-03-05,12.2,35.5,1.8
402,강동,2016-03-06,9,0,1.3
402,강동,2016-03-07,8.2,0,1.1
402,강동,2016-03-08,4.4,0,1.3
402,강동,2016-03-09,2,0,1.8
402,강동,2016-03-10,.7,0,1.5
402,강동,2016-03-11,.8,0,1.3
402,강동,2016-03-12,2.6,0,1.4
402,강동,2016-03-13,4.2,0,1.2
402,강동,2016-03-14,5.8,0,1.2
402,강동,2016-03-15,6.4,0,1.1
402,강동,2016-03-16,8.3,0,1.1
402,강동,2016-03-17,8.9,0,.9
402,강동,2016-03-18,12.7,0,1
402,강동,2016-03-19,12.3,0,1.3
402,강동,2016-03-20,10.8,0,1.1
402,강동,2016-03-21,10.5,0,1.2
402,강동,2016-03-22,9.1,0,1.3
402,강동,2016-03-23,8.8,0,1.4
402,강동,2016-03-24,7.3,0,1.7
402,강동,2016-03-25,7.2,0,1.2
402,강동,2016-03-26,6.9,0,1
402,강동,2016-03-27,7.4,0,1.4
402,강동,2016-03-28,9.8,0,1.1
402,강동,2016-03-29,12.4,0,2.4
402,강동,2016-03-30,12.4,0,1.1
402,강동,2016-03-31,13.3,0,.9
402,강동,2016-04-01,15.4,0,1
402,강동,2016-04-02,15.4,0,1.2
402,강동,2016-04-03,11,3,1.7
402,강동,2016-04-04,12.6,0,1.6
402,강동,2016-04-05,12.5,0,1.5
402,강동,2016-04-06,14.4,3.5,1.2
402,강동,2016-04-07,14.8,7,1.7
402,강동,2016-04-08,12.4,0,1.6
402,강동,2016-04-09,11.9,0,1
402,강동,2016-04-10,14.3,0,1.3
402,강동,2016-04-11,12.7,0,1.6
402,강동,2016-04-12,13.9,0,1.4
402,강동,2016-04-13,15.3,1,1.1
402,강동,2016-04-14,13.5,0,1.3
402,강동,2016-04-15,15.5,0,1.4
402,강동,2016-04-16,15.2,23.5,1.8
402,강동,2016-04-17,12.1,19,2.4
402,강동,2016-04-18,12.3,5,2
402,강동,2016-04-19,12.8,0,1.2
402,강동,2016-04-20,14.6,0,1.5
402,강동,2016-04-21,14,22.5,1.2
402,강동,2016-04-22,15.1,0,1.5
402,강동,2016-04-23,14.2,0,1.2
402,강동,2016-04-24,15.4,0,1.3
402,강동,2016-04-25,17.2,0,1
402,강동,2016-04-26,20.3,0,1.6
402,강동,2016-04-27,16.7,0,1.8
402,강동,2016-04-28,17,0,1.6
402,강동,2016-04-29,16.9,0,1.5
402,강동,2016-04-30,16.9,0,1.8
402,강동,2016-05-01,18.7,0,1.2
402,강동,2016-05-02,20.7,21,1.6
402,강동,2016-05-03,13.8,30.5,3.3
402,강동,2016-05-04,16.6,0,2.1
402,강동,2016-05-05,18.3,3.5,1.4
402,강동,2016-05-06,16,6.5,.9
402,강동,2016-05-07,16.9,0,1.4
402,강동,2016-05-08,19,0,1.3
402,강동,2016-05-09,20.2,0,1.3
402,강동,2016-05-10,14.9,13,2
402,강동,2016-05-11,17.1,0,1.5
402,강동,2016-05-12,18.2,0,1.7
402,강동,2016-05-13,18.5,0,1.5
402,강동,2016-05-14,20.1,0,1.4
402,강동,2016-05-15,17.9,37,1.7
402,강동,2016-05-16,16.9,3,1.5
402,강동,2016-05-17,19,0,1
402,강동,2016-05-18,21.4,0,1
402,강동,2016-05-19,22.9,0,1
402,강동,2016-05-20,23.4,0,1.1
402,강동,2016-05-21,22.9,0,1.4
402,강동,2016-05-22,23.2,0,1.3
402,강동,2016-05-23,22.9,0,1.2
402,강동,2016-05-24,17.4,31,1.6
402,강동,2016-05-25,20.2,0,1.7
402,강동,2016-05-26,20.3,0,1.2
402,강동,2016-05-27,21.2,0,1.2
402,강동,2016-05-28,22.2,0,1
402,강동,2016-05-29,21.8,0,1.1
402,강동,2016-05-30,22.6,0,1.2
402,강동,2016-05-31,22.3,0,1.3
402,강동,2016-06-01,23,0,1.4
402,강동,2016-06-02,23,0,1.1
402,강동,2016-06-03,22.5,0,1.1
402,강동,2016-06-04,20.9,0,1.3
402,강동,2016-06-05,24.6,0,1.4
402,강동,2016-06-06,22.8,0,1.8
402,강동,2016-06-07,22.6,0,1.4
402,강동,2016-06-08,22.6,0,1.5
402,강동,2016-06-09,24.2,0,1
402,강동,2016-06-10,25.1,0,1
402,강동,2016-06-11,23.4,10.5,1.1
402,강동,2016-06-12,24,5,1
402,강동,2016-06-13,24.5,0,1.1
402,강동,2016-06-14,24,0,1.3
402,강동,2016-06-15,21.1,22.5,1.9
402,강동,2016-06-16,21.7,0,1.5
402,강동,2016-06-17,24,0,2
402,강동,2016-06-18,24.2,0,1.1
402,강동,2016-06-19,24.1,0,1.2
402,강동,2016-06-20,24.6,0,1.4
402,강동,2016-06-21,25.6,0,1
402,강동,2016-06-22,24.1,7.5,1.4
402,강동,2016-06-23,24.8,0,1.2
402,강동,2016-06-24,23.2,3.5,1.1
402,강동,2016-06-25,23,0,1.3
402,강동,2016-06-26,24.7,0,1.3
402,강동,2016-06-27,24.1,0,1.2
402,강동,2016-06-28,24.9,0,1
402,강동,2016-06-29,25.2,0,1.8
402,강동,2016-06-30,25.2,.5,1.9
402,강동,2016-07-01,24.1,113.5,1.7
402,강동,2016-07-02,23.6,6.5,1.3
402,강동,2016-07-03,23.3,0,1.2
402,강동,2016-07-04,21.2,39,1.5
402,강동,2016-07-05,22.9,134.5,1.8
402,강동,2016-07-06,23.2,.5,1.1
402,강동,2016-07-07,23.5,1.5,1
402,강동,2016-07-08,26.5,0,1.2
402,강동,2016-07-09,27.4,0,1
402,강동,2016-07-10,27.9,0,1
402,강동,2016-07-11,27.8,2.5,1.1
402,강동,2016-07-12,25.8,1.5,1.1
402,강동,2016-07-13,26.4,0,1.1
402,강동,2016-07-14,27.2,3,1.5
402,강동,2016-07-15,25.4,1,1.5
402,강동,2016-07-16,20.8,43.5,1.9
402,강동,2016-07-17,21.9,1,1.6
402,강동,2016-07-18,23.9,0,.9
402,강동,2016-07-19,25.7,0,1.4
402,강동,2016-07-20,27.4,0,1.5
402,강동,2016-07-21,27.1,0,1.4
402,강동,2016-07-22,28.9,0,1.5
402,강동,2016-07-23,27.9,1,1.4
402,강동,2016-07-24,27.4,0,1
402,강동,2016-07-25,28.3,0,.8
402,강동,2016-07-26,28.3,0,1.6
402,강동,2016-07-27,27.8,0,2.3
402,강동,2016-07-28,27.8,3,1.6
402,강동,2016-07-29,25.6,36,1.1
402,강동,2016-07-30,28.9,.5,1.1
402,강동,2016-07-31,28.2,0,1.2
402,강동,2016-08-01,26.9,0,1.3
402,강동,2016-08-02,26.7,0,1
402,강동,2016-08-03,28.6,0,1.1
402,강동,2016-08-04,29.5,0,1.4
402,강동,2016-08-05,29.9,0,1.4
402,강동,2016-08-06,29.1,13.5,1.1
402,강동,2016-08-07,30,0,1
402,강동,2016-08-08,29.2,0,1.2
402,강동,2016-08-09,28.7,.5,1.3
402,강동,2016-08-10,29.5,0,1.1
402,강동,2016-08-11,30.5,0,1.1
402,강동,2016-08-12,30.7,0,1.1
402,강동,2016-08-13,30.3,0,1.2
402,강동,2016-08-14,27.9,14,1.1
402,강동,2016-08-15,29.1,0,1
402,강동,2016-08-16,29.1,0,1.3
402,강동,2016-08-17,29.1,2,1.2
402,강동,2016-08-18,28.7,0,1.3
402,강동,2016-08-19,29,0,1.4
402,강동,2016-08-20,29.7,0,1.4
402,강동,2016-08-21,29.6,0,1.3
402,강동,2016-08-22,29.5,0,1.6
402,강동,2016-08-23,28.4,0,1.2
402,강동,2016-08-24,28.5,.5,1.3
402,강동,2016-08-25,27.2,5.5,1.4
402,강동,2016-08-26,22.3,22,1.9
402,강동,2016-08-27,22.9,0,1.7
402,강동,2016-08-28,19.9,4.5,2.2
402,강동,2016-08-29,21.2,0,2
402,강동,2016-08-30,20.6,0,1.1
402,강동,2016-08-31,18.3,13.5,1.3
402,강동,2016-09-01,23.5,0,2.4
402,강동,2016-09-02,23.5,2,1.8
402,강동,2016-09-03,23.5,0,1
402,강동,2016-09-04,25.3,0,1.4
402,강동,2016-09-05,26,0,1.2
402,강동,2016-09-06,24.6,0,1.3
402,강동,2016-09-07,23.7,5,1.3
402,강동,2016-09-08,23.1,.5,1.1
402,강동,2016-09-09,23.1,.5,1.2
402,강동,2016-09-10,23.2,0,1.3
402,강동,2016-09-11,23.6,0,1.2
402,강동,2016-09-12,22.9,0,2
402,강동,2016-09-13,23.8,0,1.8
402,강동,2016-09-14,23.7,0,1.2
402,강동,2016-09-15,23.1,0,1.1
402,강동,2016-09-16,24.1,0,1.1
402,강동,2016-09-17,22.4,11.5,1.8
402,강동,2016-09-18,22.9,0,1.8
402,강동,2016-09-19,21.2,0,2
402,강동,2016-09-20,20,0,1.9
402,강동,2016-09-21,19.4,0,1.6
402,강동,2016-09-22,20.5,0,1.2
402,강동,2016-09-23,20.5,0,1
402,강동,2016-09-24,21.4,0,1
402,강동,2016-09-25,22,0,1.1
402,강동,2016-09-26,22.5,0,1.2
402,강동,2016-09-27,20,14,1.3
402,강동,2016-09-28,20,.5,1.1
402,강동,2016-09-29,19.9,0,1.9
402,강동,2016-09-30,20.2,0,1
402,강동,2016-10-01,20.1,0,1.1
402,강동,2016-10-02,18.8,14.5,1.6
402,강동,2016-10-03,22.9,7,1.3
402,강동,2016-10-04,21,0,1.8
402,강동,2016-10-05,21.3,0,1.5
402,강동,2016-10-06,18.2,0,1.3
402,강동,2016-10-07,19.2,2,1.6
402,강동,2016-10-08,16.9,6.5,1
402,강동,2016-10-09,11.9,0,1.3
402,강동,2016-10-10,13.1,0,1.5
402,강동,2016-10-11,15.2,0,1.2
402,강동,2016-10-12,15.4,0,1.2
402,강동,2016-10-13,14.1,0,1.2
402,강동,2016-10-14,15.7,0,.9
402,강동,2016-10-15,17.6,0,1
402,강동,2016-10-16,16.4,1,1
402,강동,2016-10-17,17,0,1
402,강동,2016-10-18,16.3,0,1.2
402,강동,2016-10-19,17.7,0,.9
402,강동,2016-10-20,17.6,0,1.2
402,강동,2016-10-21,17.6,0,1.5
402,강동,2016-10-22,17.8,0,1.1
402,강동,2016-10-23,13.1,2.5,1.6
402,강동,2016-10-24,14.7,0,1.5
402,강동,2016-10-25,13.4,41.5,1.4
402,강동,2016-10-26,12.9,0,.9
402,강동,2016-10-27,14.4,0,1.5
402,강동,2016-10-28,14.8,.5,1
402,강동,2016-10-29,8.9,0,1.7
402,강동,2016-10-30,7.2,0,1
402,강동,2016-10-31,6.5,0,1.1
402,강동,2016-11-01,2.9,0,1.4
402,강동,2016-11-02,4.5,0,1.2
402,강동,2016-11-03,9.2,0,1.1
402,강동,2016-11-04,12.8,0,1.9
402,강동,2016-11-05,15,0,1.6
402,강동,2016-11-06,13.9,0,1.6
402,강동,2016-11-07,13.3,3.5,1.3
402,강동,2016-11-08,5.8,.5,1.5
402,강동,2016-11-09,3.1,0,1.5
402,강동,2016-11-10,6.2,.5,1.5
402,강동,2016-11-11,9.8,5,1.2
402,강동,2016-11-12,11.7,0,1.4
402,강동,2016-11-13,13.9,0,1
402,강동,2016-11-14,13.3,3,.7
402,강동,2016-11-15,7,0,1.3
402,강동,2016-11-16,5.4,0,1.1
402,강동,2016-11-17,8.5,0,.9
402,강동,2016-11-18,9.9,0,1
402,강동,2016-11-19,13.3,0,1.1
402,강동,2016-11-20,10.9,0,1.4
402,강동,2016-11-21,9.7,0,1.4
402,강동,2016-11-22,4.2,.5,1.3
402,강동,2016-11-23,.1,0,1.7
402,강동,2016-11-24,-1,0,1.4
402,강동,2016-11-25,1,0,1
402,강동,2016-11-26,.7,1,1.1
402,강동,2016-11-27,3.2,0,1
402,강동,2016-11-28,2.8,0,1.4
402,강동,2016-11-29,2,0,1.2
402,강동,2016-11-30,6.5,1,1
402,강동,2016-12-01,5.5,0,1.3
402,강동,2016-12-02,2.2,0,1.1
402,강동,2016-12-03,4,0,.9
402,강동,2016-12-04,4.9,0,.9
402,강동,2016-12-05,6.7,1.5,1.1
402,강동,2016-12-06,0,0,1.2
402,강동,2016-12-07,1.9,0,1.2
402,강동,2016-12-08,2.3,1.5,1.2
402,강동,2016-12-09,2.5,3.5,1.3
402,강동,2016-12-10,-.7,0,1.5
402,강동,2016-12-11,-.8,0,1.3
402,강동,2016-12-12,2,0,1.3
402,강동,2016-12-13,3.8,0,1.2
402,강동,2016-12-14,.3,0,1.5
402,강동,2016-12-15,-3,0,1.5
402,강동,2016-12-16,-3.6,0,1.5
402,강동,2016-12-17,2.4,0,.9
402,강동,2016-12-18,4.8,0,1
402,강동,2016-12-19,7.1,0,1.3
402,강동,2016-12-20,7.5,0,.9
402,강동,2016-12-21,7.6,35.5,1.5
402,강동,2016-12-22,6.7,23.5,1.8
402,강동,2016-12-23,-1,0,1.3
402,강동,2016-12-24,-1.7,0,1.5
402,강동,2016-12-25,1.1,0,1.3
402,강동,2016-12-26,2.9,0,1.1
402,강동,2016-12-27,-.7,0,1.4
402,강동,2016-12-28,-2.7,0,1.3
402,강동,2016-12-29,-3.1,0,1.3
402,강동,2016-12-30,-3.4,0,1.2
402,강동,2016-12-31,.4,0,1
402,강동,2017-01-01,2.3,0,.9
402,강동,2017-01-02,5.2,0,.9
402,강동,2017-01-03,2.7,0,.9
402,강동,2017-01-04,3.9,0,.9
402,강동,2017-01-05,4.1,0,1.4
402,강동,2017-01-06,5.4,0,1
402,강동,2017-01-07,4.1,0,1
402,강동,2017-01-08,7.2,0,1.3
402,강동,2017-01-09,3,0,1.1
402,강동,2017-01-10,-1.6,0,1.3
402,강동,2017-01-11,-2.6,0,1.2
402,강동,2017-01-12,-1.2,0,1.3
402,강동,2017-01-13,-4.9,0,1.4
402,강동,2017-01-14,-6.9,0,1.2
402,강동,2017-01-15,-5.5,0,1.3
402,강동,2017-01-16,-3.7,0,1
402,강동,2017-01-17,-2.1,0,.9
402,강동,2017-01-18,-.7,0,.9
402,강동,2017-01-19,-.4,0,1.1
402,강동,2017-01-20,-3,3,1.2
402,강동,2017-01-21,-5.4,.5,1.1
402,강동,2017-01-22,-7,1,1.3
402,강동,2017-01-23,-7.9,0,1.2
402,강동,2017-01-24,-6.8,0,1.1
402,강동,2017-01-25,-5.2,0,1.2
402,강동,2017-01-26,-1.4,0,1.6
402,강동,2017-01-27,-1.3,3.5,1.5
402,강동,2017-01-28,-1.6,0,1.3
402,강동,2017-01-29,.7,4.5,1
402,강동,2017-01-30,-3.5,0,1.1
402,강동,2017-01-31,-5.1,0,1.2
402,강동,2017-02-01,-3.2,0,1.1
402,강동,2017-02-02,-1.6,0,1.1
402,강동,2017-02-03,1.9,0,1
402,강동,2017-02-04,.8,0,1
402,강동,2017-02-05,1.9,.5,1
402,강동,2017-02-06,-.3,0,1.3
402,강동,2017-02-07,-1.1,0,1.1
402,강동,2017-02-08,-1.1,0,.9
402,강동,2017-02-09,-3.6,0,1.2
402,강동,2017-02-10,-5.1,0,1.3
402,강동,2017-02-11,-3.5,0,1.2
402,강동,2017-02-12,-1.3,0,1
402,강동,2017-02-13,.1,0,1.1
402,강동,2017-02-14,1,0,1.1
402,강동,2017-02-15,1.5,0,1
402,강동,2017-02-16,5.7,0,1.3
402,강동,2017-02-17,2.7,3.5,1.4
402,강동,2017-02-18,-1.1,0,1.5
402,강동,2017-02-19,2.6,1,1.5
402,강동,2017-02-20,-.1,1,1.6
402,강동,2017-02-21,-.4,0,1.4
402,강동,2017-02-22,1.7,4.5,1.5
402,강동,2017-02-23,0,0,1
402,강동,2017-02-24,.5,0,1.2
402,강동,2017-02-25,2.8,0,1.2
402,강동,2017-02-26,3.7,0,1
402,강동,2017-02-27,4,0,1.1
402,강동,2017-02-28,5.1,0,1
402,강동,2017-03-01,4.7,4.5,1.2
402,강동,2017-03-02,2.9,0,1.3
402,강동,2017-03-03,3.5,0,1.2
402,강동,2017-03-04,5.2,0,.9
402,강동,2017-03-05,5.1,.5,1
402,강동,2017-03-06,1.7,0,1.2
402,강동,2017-03-07,-.3,0,1.2
402,강동,2017-03-08,1.1,0,1.4
402,강동,2017-03-09,4.1,0,1.4
402,강동,2017-03-10,5.3,0,1.1
402,강동,2017-03-11,6.7,0,1.1
402,강동,2017-03-12,8.3,0,1
402,강동,2017-03-13,7.5,0,1.6
402,강동,2017-03-14,6.8,0,1.4
402,강동,2017-03-15,6.3,0,1.2
402,강동,2017-03-16,6.6,0,1.2
402,강동,2017-03-17,7.8,0,1.2
402,강동,2017-03-18,9.8,0,1.1
402,강동,2017-03-19,10.1,0,.9
402,강동,2017-03-20,9.9,0,.9
402,강동,2017-03-21,8.4,0,1.3
402,강동,2017-03-22,8,0,1.2
402,강동,2017-03-23,9.5,0,1.3
402,강동,2017-03-24,8.9,0,1.3
402,강동,2017-03-25,8.1,0,1.3
402,강동,2017-03-26,7.7,0,1.2
402,강동,2017-03-27,6.6,1,1.4
402,강동,2017-03-28,6.7,0,1.4
402,강동,2017-03-29,8.9,0,1.1
402,강동,2017-03-30,11,0,1.1
402,강동,2017-03-31,8.4,5.5,1.6
402,강동,2017-04-01,8.4,.5,1.6
402,강동,2017-04-02,8.6,0,1.3
402,강동,2017-04-03,11.6,0,1.2
402,강동,2017-04-04,13.8,0,1
402,강동,2017-04-05,12.4,31,1.2
402,강동,2017-04-06,11.7,5.5,1.3
402,강동,2017-04-07,15.3,0,1.1
402,강동,2017-04-08,14.3,0,1.3
402,강동,2017-04-09,14.3,1,1.9
402,강동,2017-04-10,16.2,0,1.8
402,강동,2017-04-11,15.4,0,1.4
402,강동,2017-04-12,12.1,0,1.7
402,강동,2017-04-13,12.8,0,1.4
402,강동,2017-04-14,13.9,4.5,2.2
402,강동,2017-04-15,16.7,0,1.1
402,강동,2017-04-16,18.1,0,.9
402,강동,2017-04-17,14.4,5,1.6
402,강동,2017-04-18,11.9,9.5,1.5
402,강동,2017-04-19,13.5,0,1.4
402,강동,2017-04-20,13.1,0,1.2
402,강동,2017-04-21,13,0,1.1
402,강동,2017-04-22,14.5,0,1.2
402,강동,2017-04-23,14.7,0,1.1
402,강동,2017-04-24,14.8,0,1.6
402,강동,2017-04-25,16.8,0,1.3
402,강동,2017-04-26,15.7,0,1.7
402,강동,2017-04-27,14.3,0,1.7
402,강동,2017-04-28,14.8,0,2
402,강동,2017-04-29,17.1,0,1.5
402,강동,2017-04-30,19.8,0,1.6
402,강동,2017-05-01,20.1,0,1.1
402,강동,2017-05-02,20.4,0,1
402,강동,2017-05-03,20.9,0,1.1
402,강동,2017-05-04,21.1,0,1
402,강동,2017-05-05,21.3,0,1.3
402,강동,2017-05-06,15.6,0,2.2
402,강동,2017-05-07,17.2,0,1.9
402,강동,2017-05-08,18.4,0,1.3
402,강동,2017-05-09,16.6,3,1.2
402,강동,2017-05-10,16.6,4,1
402,강동,2017-05-11,18.7,0,1.2
402,강동,2017-05-12,18.9,0,1.2
402,강동,2017-05-13,17,5.5,2.3
402,강동,2017-05-14,16.4,0,1.7
402,강동,2017-05-15,16.3,0,1.2
402,강동,2017-05-16,17.3,0,1.2
402,강동,2017-05-17,19.1,0,1.2
402,강동,2017-05-18,20.5,0,1.2
402,강동,2017-05-19,21.3,0,1.2
402,강동,2017-05-20,21,0,1.2
402,강동,2017-05-21,21.6,0,1.2
402,강동,2017-05-22,21.6,0,1
402,강동,2017-05-23,19.8,3,1.2
402,강동,2017-05-24,21.9,.5,1.3
402,강동,2017-05-25,19.6,0,1.9
402,강동,2017-05-26,17.8,0,1.7
402,강동,2017-05-27,19.8,0,1.4
402,강동,2017-05-28,21,0,2
402,강동,2017-05-29,22.8,0,1.3
402,강동,2017-05-30,24,0,1.4
402,강동,2017-05-31,23,0,1.1
402,강동,2017-06-01,23.4,0,1.4
402,강동,2017-06-02,20.8,0,1.6
402,강동,2017-06-03,21.1,0,1.5
402,강동,2017-06-04,21.6,0,1.3
402,강동,2017-06-05,23.4,0,1.6
402,강동,2017-06-06,18.7,8,1.7
402,강동,2017-06-07,17.7,14.5,.9
402,강동,2017-06-08,20.6,0,1.4
402,강동,2017-06-09,21.8,0,2
402,강동,2017-06-10,21.3,3.5,1.3
402,강동,2017-06-11,22.1,0,1.4
402,강동,2017-06-12,22,0,1.4
402,강동,2017-06-13,21.3,0,1.3
402,강동,2017-06-14,21.8,0,1.5
402,강동,2017-06-15,23.5,0,1.4
402,강동,2017-06-16,25.2,0,1.2
402,강동,2017-06-17,24.7,0,1.4
402,강동,2017-06-18,24.7,0,1.2
402,강동,2017-06-19,24.9,0,1
402,강동,2017-06-20,25.6,0,1
402,강동,2017-06-21,25.6,0,1.4
402,강동,2017-06-22,25.2,0,1.4
402,강동,2017-06-23,26.8,0,1.1
402,강동,2017-06-24,24.2,.5,1.2
402,강동,2017-06-25,22.8,2.5,1.4
402,강동,2017-06-26,22.8,21,1.5
402,강동,2017-06-27,24.5,3.5,1.2
402,강동,2017-06-28,25.8,0,1
402,강동,2017-06-29,26.4,0,1.1
402,강동,2017-06-30,26.5,0,1.1
402,강동,2017-07-01,24.8,1,1.4
402,강동,2017-07-02,24.3,102,1.3
402,강동,2017-07-03,25.2,52.5,1.7
402,강동,2017-07-04,27,2.5,1.1
402,강동,2017-07-05,27.4,0,1.1
402,강동,2017-07-06,26.8,2.5,1.2
402,강동,2017-07-07,26.3,18,1.7
402,강동,2017-07-08,26.3,8,2.1
402,강동,2017-07-09,25.6,23.5,.9
402,강동,2017-07-10,24.5,142,1.5
402,강동,2017-07-11,26.6,3,1.1
402,강동,2017-07-12,27.7,0,1.1
402,강동,2017-07-13,27.3,0,.9
402,강동,2017-07-14,27.8,5.5,1.3
402,강동,2017-07-15,24.8,39.5,1.3
402,강동,2017-07-16,25.8,23,1.4
402,강동,2017-07-17,26.7,.5,1.1
402,강동,2017-07-18,26.1,2,.8
402,강동,2017-07-19,27.9,0,1
402,강동,2017-07-20,29.5,0,1.3
402,강동,2017-07-21,29.9,0,1.7
402,강동,2017-07-22,29,1.5,1.5
402,강동,2017-07-23,26.9,95.5,1.6
