지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
401,서초,2016-01-01,2.5,0,.6
401,서초,2016-01-02,7.5,0,.8
401,서초,2016-01-03,7.6,0,.6
401,서초,2016-01-04,3.4,0,1.8
401,서초,2016-01-05,-.8,0,1.5
401,서초,2016-01-06,.1,0,1.2
401,서초,2016-01-07,-1.4,0,1.7
401,서초,2016-01-08,-1.1,0,1.5
401,서초,2016-01-09,0,0,1.4
401,서초,2016-01-10,1.9,0,1.5
401,서초,2016-01-11,-2.2,0,1.6
401,서초,2016-01-12,-3.3,0,1.5
401,서초,2016-01-13,-2.7,0,1.4
401,서초,2016-01-14,-1.8,0,1
401,서초,2016-01-15,1.3,0,.8
401,서초,2016-01-16,1.2,0,.9
401,서초,2016-01-17,2.9,0,.7
401,서초,2016-01-18,-4.8,0,2.8
401,서초,2016-01-19,-10.9,0,3.2
401,서초,2016-01-20,-8.5,0,1.2
401,서초,2016-01-21,-5.4,0,1.2
401,서초,2016-01-22,-5.9,0,1.6
401,서초,2016-01-23,-9.8,0,2.5
401,서초,2016-01-24,-12.8,0,2.1
401,서초,2016-01-25,-7.6,0,1.2
401,서초,2016-01-26,-1.9,0,.8
401,서초,2016-01-27,.6,0,1.4
401,서초,2016-01-28,.7,0,.7
401,서초,2016-01-29,3.4,0,1.1
401,서초,2016-01-30,2.4,0,1.1
401,서초,2016-01-31,-2.3,0,1.9
401,서초,2016-02-01,-4.5,0,1.7
401,서초,2016-02-02,-3.3,0,1.3
401,서초,2016-02-03,-1.2,0,1.1
401,서초,2016-02-04,1.3,0,1.5
401,서초,2016-02-05,-.3,0,1.5
401,서초,2016-02-06,-1.5,0,1.7
401,서초,2016-02-07,-1.3,0,1.1
401,서초,2016-02-08,2.7,0,1.7
401,서초,2016-02-09,2.3,0,2.1
401,서초,2016-02-10,3.6,0,.6
401,서초,2016-02-11,8.7,.5,.9
401,서초,2016-02-12,9.3,16,.6
401,서초,2016-02-13,12,16.5,.9
401,서초,2016-02-14,-1.1,1.5,3.2
401,서초,2016-02-15,-4.6,0,2.2
401,서초,2016-02-16,-.6,0,2
401,서초,2016-02-17,1.7,0,1.4
401,서초,2016-02-18,4.7,0,1.4
401,서초,2016-02-19,4.2,0,1
401,서초,2016-02-20,3.1,0,1.9
401,서초,2016-02-21,1.1,0,1.8
401,서초,2016-02-22,2.6,0,.7
401,서초,2016-02-23,1.9,0,1.8
401,서초,2016-02-24,-1.5,0,1.7
401,서초,2016-02-25,1.7,0,1.9
401,서초,2016-02-26,3.4,0,1.5
401,서초,2016-02-27,4.3,.5,1.2
401,서초,2016-02-28,2.2,3.5,.9
401,서초,2016-02-29,-2,0,2.7
401,서초,2016-03-01,-1.1,0,1.8
401,서초,2016-03-02,4.2,0,1.5
401,서초,2016-03-03,9,0,.8
401,서초,2016-03-04,13.5,0,.8
401,서초,2016-03-05,12.7,36,.9
401,서초,2016-03-06,9.5,0,1.3
401,서초,2016-03-07,9.6,0,.6
401,서초,2016-03-08,4.2,0,1.8
401,서초,2016-03-09,1.5,0,1.8
401,서초,2016-03-10,.4,0,2.1
401,서초,2016-03-11,1,0,1.7
401,서초,2016-03-12,3.4,0,1.2
401,서초,2016-03-13,5.1,0,.7
401,서초,2016-03-14,6.1,0,1.4
401,서초,2016-03-15,6.9,0,1.2
401,서초,2016-03-16,8.8,0,.9
401,서초,2016-03-17,10.2,0,.5
401,서초,2016-03-18,14,0,.8
401,서초,2016-03-19,12.4,0,1.5
401,서초,2016-03-20,11.2,0,1.1
401,서초,2016-03-21,10.9,0,1.4
401,서초,2016-03-22,8.9,0,1.6
401,서초,2016-03-23,9.1,0,1.7
401,서초,2016-03-24,8.2,0,1.5
401,서초,2016-03-25,7.6,0,1.2
401,서초,2016-03-26,7.6,0,1.3
401,서초,2016-03-27,8.1,0,1.6
401,서초,2016-03-28,10.7,0,1.2
401,서초,2016-03-29,12.4,0,1.7
401,서초,2016-03-30,12.5,0,1.5
401,서초,2016-03-31,14.8,0,1
401,서초,2016-04-01,16.7,0,1
401,서초,2016-04-02,16.3,0,1.5
401,서초,2016-04-03,11.9,3,1
401,서초,2016-04-04,13.6,0,1.1
401,서초,2016-04-05,12.4,0,1.5
401,서초,2016-04-06,15.4,4,.9
401,서초,2016-04-07,15.2,6.5,1.7
401,서초,2016-04-08,12.2,0,1.6
401,서초,2016-04-09,12.4,0,1
401,서초,2016-04-10,14.7,0,1.3
401,서초,2016-04-11,13.7,0,1.3
401,서초,2016-04-12,15.3,0,1.1
401,서초,2016-04-13,16.4,2,.7
401,서초,2016-04-14,13.2,0,1.7
401,서초,2016-04-15,16.3,0,1.2
401,서초,2016-04-16,16.2,21.5,.9
401,서초,2016-04-17,12,16,3.5
401,서초,2016-04-18,12.5,2.5,1.9
401,서초,2016-04-19,13.6,0,1.5
401,서초,2016-04-20,15.3,0,.8
401,서초,2016-04-21,14.6,16.5,.9
401,서초,2016-04-22,15.3,0,1.7
401,서초,2016-04-23,15.3,0,1.2
401,서초,2016-04-24,17.1,0,1
401,서초,2016-04-25,18.6,0,.9
401,서초,2016-04-26,22.3,0,.9
401,서초,2016-04-27,18.1,0,1.5
401,서초,2016-04-28,18.1,0,1.2
401,서초,2016-04-29,17.1,0,1.2
401,서초,2016-04-30,17.4,0,1.5
401,서초,2016-05-01,20.4,0,.8
401,서초,2016-05-02,21.6,22,.9
401,서초,2016-05-03,14,31,2.7
401,서초,2016-05-04,17.1,0,4.2
401,서초,2016-05-05,19.9,3,.8
401,서초,2016-05-06,17.1,5.5,1
401,서초,2016-05-07,17.5,0,1.4
401,서초,2016-05-08,20.3,0,.8
401,서초,2016-05-09,21.5,0,.9
401,서초,2016-05-10,15.7,14,1.2
401,서초,2016-05-11,18.2,0,1.3
401,서초,2016-05-12,18.9,0,1.5
401,서초,2016-05-13,19.2,0,1.3
401,서초,2016-05-14,21.5,0,1.1
401,서초,2016-05-15,18.5,41.5,1.4
401,서초,2016-05-16,16.9,3,2.2
401,서초,2016-05-17,20.4,0,1
401,서초,2016-05-18,23.6,0,1
401,서초,2016-05-19,25.4,0,.8
401,서초,2016-05-20,25.6,0,.9
401,서초,2016-05-21,25.5,0,.7
401,서초,2016-05-22,25.9,0,.9
401,서초,2016-05-23,24.2,0,1
401,서초,2016-05-24,17.4,30.5,1.6
401,서초,2016-05-25,20.8,0,1
401,서초,2016-05-26,21.1,0,1.1
401,서초,2016-05-27,22.6,0,1.1
401,서초,2016-05-28,22.8,0,1.3
401,서초,2016-05-29,22.9,0,1.2
401,서초,2016-05-30,23.3,0,1.5
401,서초,2016-05-31,22.8,0,1.5
401,서초,2016-06-01,24.7,0,1
401,서초,2016-06-02,24.4,0,1.3
401,서초,2016-06-03,23.7,0,1.2
401,서초,2016-06-04,22.4,0,1
401,서초,2016-06-05,25.7,0,1
401,서초,2016-06-06,23.7,0,.8
401,서초,2016-06-07,23,0,1.1
401,서초,2016-06-08,22.6,0,1.5
401,서초,2016-06-09,24.9,0,1.3
401,서초,2016-06-10,25.5,0,1.4
401,서초,2016-06-11,24.4,16.5,1.1
401,서초,2016-06-12,23.9,2,1.4
401,서초,2016-06-13,24.2,0,1.5
401,서초,2016-06-14,24.8,0,1.3
401,서초,2016-06-15,21.3,35,1.1
401,서초,2016-06-16,21.6,0,1.7
401,서초,2016-06-17,24.6,0,1.2
401,서초,2016-06-18,25.2,0,1.2
401,서초,2016-06-19,25.1,0,1.3
401,서초,2016-06-20,26,0,1
401,서초,2016-06-21,27.2,0,1
401,서초,2016-06-22,25.8,5.5,1
401,서초,2016-06-23,26.2,0,1
401,서초,2016-06-24,24,4,1.3
401,서초,2016-06-25,24,0,2.1
401,서초,2016-06-26,25.4,0,1.6
401,서초,2016-06-27,26,0,1
401,서초,2016-06-28,26,0,1.2
401,서초,2016-06-29,26.4,0,1.2
401,서초,2016-06-30,25.5,3.5,1
401,서초,2016-07-01,25.1,107.5,.8
401,서초,2016-07-02,24.6,3.5,1.6
401,서초,2016-07-03,24.3,0,.8
401,서초,2016-07-04,22.6,38.5,1
401,서초,2016-07-05,24.5,99.5,1
401,서초,2016-07-06,24.3,0,.9
401,서초,2016-07-07,25.1,1.5,.6
401,서초,2016-07-08,28.6,0,.9
401,서초,2016-07-09,29.5,0,1.1
401,서초,2016-07-10,29,0,1
401,서초,2016-07-11,30,1,.9
401,서초,2016-07-12,27.2,1,1.1
401,서초,2016-07-13,27.1,0,1.4
401,서초,2016-07-14,28.6,0,1.1
401,서초,2016-07-15,27.3,1.5,.8
401,서초,2016-07-16,21.6,43,1.1
401,서초,2016-07-17,22.5,2,1.1
401,서초,2016-07-18,25.3,0,.8
401,서초,2016-07-19,28.2,0,.7
401,서초,2016-07-20,30,0,.8
401,서초,2016-07-21,29.1,0,.8
401,서초,2016-07-22,30.5,0,.8
401,서초,2016-07-23,30,0,.9
401,서초,2016-07-24,29.3,0,1
401,서초,2016-07-25,29.5,0,1.3
401,서초,2016-07-26,29.3,0,1.2
401,서초,2016-07-27,29,0,1
401,서초,2016-07-28,29.2,2,1.5
401,서초,2016-07-29,27.3,22.5,.7
401,서초,2016-07-30,29.7,.5,1
401,서초,2016-07-31,30.1,1.5,.9
401,서초,2016-08-01,29.4,0,.9
401,서초,2016-08-02,27.7,42.5,.6
401,서초,2016-08-03,30.3,0,.9
401,서초,2016-08-04,31.8,0,.6
401,서초,2016-08-05,32.4,0,.7
401,서초,2016-08-06,32,0,.9
401,서초,2016-08-07,31.7,0,1.1
401,서초,2016-08-08,31.4,0,1
401,서초,2016-08-09,30.3,0,.9
401,서초,2016-08-10,30.6,0,1.2
401,서초,2016-08-11,32,0,1.1
401,서초,2016-08-12,31.4,0,1.3
401,서초,2016-08-13,30.9,0,1.4
401,서초,2016-08-14,30.2,3.5,1.1
401,서초,2016-08-15,30.8,0,1.1
401,서초,2016-08-16,31.1,8,1
401,서초,2016-08-17,31.3,0,.9
401,서초,2016-08-18,31.4,0,.8
401,서초,2016-08-19,30.9,0,.6
401,서초,2016-08-20,31.7,0,.8
401,서초,2016-08-21,31.7,0,.9
401,서초,2016-08-22,30.7,0,.8
401,서초,2016-08-23,30,0,.8
401,서초,2016-08-24,30.4,0,.9
401,서초,2016-08-25,28.9,2,1.3
401,서초,2016-08-26,24.1,21,1.5
401,서초,2016-08-27,24.2,0,1.3
401,서초,2016-08-28,21.6,1,1.3
401,서초,2016-08-29,23.2,0,1.1
401,서초,2016-08-30,22.1,0,1.9
401,서초,2016-08-31,19,27,2.4
401,서초,2016-09-01,25.1,0,1
401,서초,2016-09-02,24.6,15,.8
401,서초,2016-09-03,25.1,0,.8
401,서초,2016-09-04,27.1,0,.6
401,서초,2016-09-05,28,0,.9
401,서초,2016-09-06,25.8,0,1.2
401,서초,2016-09-07,25.4,0,1.1
401,서초,2016-09-08,24.1,2,.7
401,서초,2016-09-09,25,0,.9
401,서초,2016-09-10,25.3,0,.6
401,서초,2016-09-11,25.7,0,.7
401,서초,2016-09-12,,0,
401,서초,2016-09-13,25.8,0,1
401,서초,2016-09-14,24.6,9.5,1
401,서초,2016-09-15,24.2,0,.9
401,서초,2016-09-16,25,0,.9
401,서초,2016-09-17,23.1,12.5,1.4
401,서초,2016-09-18,24.1,0,1.1
401,서초,2016-09-19,22.4,0,1.2
401,서초,2016-09-20,21.2,0,1.3
401,서초,2016-09-21,19.9,0,1.3
401,서초,2016-09-22,21.2,0,1.1
401,서초,2016-09-23,21.7,0,1.3
401,서초,2016-09-24,22.5,0,1.1
401,서초,2016-09-25,23.1,0,.9
401,서초,2016-09-26,23.2,0,1.2
401,서초,2016-09-27,21,14,.8
401,서초,2016-09-28,21.1,0,.9
401,서초,2016-09-29,20.5,0,1.8
401,서초,2016-09-30,21,0,1.2
401,서초,2016-10-01,20.7,0,1
401,서초,2016-10-02,19.5,15.5,1.2
401,서초,2016-10-03,23.2,6.5,1.4
401,서초,2016-10-04,22.3,0,1.2
401,서초,2016-10-05,21.5,0,1.5
401,서초,2016-10-06,18.6,0,1.6
401,서초,2016-10-07,19.5,2,1.6
401,서초,2016-10-08,17.4,5,2.1
401,서초,2016-10-09,12.3,0,2.4
401,서초,2016-10-10,13.8,0,1.2
401,서초,2016-10-11,16,0,.6
401,서초,2016-10-12,16.3,0,1.2
401,서초,2016-10-13,15,0,.6
401,서초,2016-10-14,16.4,0,.1
401,서초,2016-10-15,18.7,0,.5
401,서초,2016-10-16,17.1,1.5,.7
401,서초,2016-10-17,17.9,0,.8
401,서초,2016-10-18,16.8,0,.4
401,서초,2016-10-19,18.3,0,.6
401,서초,2016-10-20,18.6,0,.8
401,서초,2016-10-21,18,0,1.8
401,서초,2016-10-22,18.8,0,.9
401,서초,2016-10-23,13.9,3,1.3
401,서초,2016-10-24,15.3,0,1.1
401,서초,2016-10-25,14.3,33,1.5
401,서초,2016-10-26,13.8,0,.7
401,서초,2016-10-27,15.2,0,1
401,서초,2016-10-28,15.1,.5,1.4
401,서초,2016-10-29,9.2,0,2.4
401,서초,2016-10-30,7.8,0,1
401,서초,2016-10-31,7.1,0,1.8
401,서초,2016-11-01,2.9,0,2.2
401,서초,2016-11-02,5,0,1.2
401,서초,2016-11-03,9.8,0,1.3
401,서초,2016-11-04,13.1,0,2
401,서초,2016-11-05,15.5,0,1.7
401,서초,2016-11-06,14.7,0,1.8
401,서초,2016-11-07,13.7,4,1.8
401,서초,2016-11-08,5.4,.5,2.8
401,서초,2016-11-09,3.3,0,1.4
401,서초,2016-11-10,7.1,.5,1.2
401,서초,2016-11-11,9.9,3,1.6
401,서초,2016-11-12,12.3,0,1.3
401,서초,2016-11-13,15.1,0,1.2
401,서초,2016-11-14,14.6,2.5,1.1
401,서초,2016-11-15,6.6,0,2.6
401,서초,2016-11-16,6,0,1.1
401,서초,2016-11-17,9.3,0,1
401,서초,2016-11-18,10.7,0,1
401,서초,2016-11-19,14.1,0,1.1
401,서초,2016-11-20,11.1,0,1.6
401,서초,2016-11-21,10.8,0,1.3
401,서초,2016-11-22,3.4,.5,3.1
401,서초,2016-11-23,-.1,0,2.4
401,서초,2016-11-24,-.4,0,1.9
401,서초,2016-11-25,1.8,0,1.3
401,서초,2016-11-26,1.7,1,1.4
401,서초,2016-11-27,4.7,0,1
401,서초,2016-11-28,3.2,0,2
401,서초,2016-11-29,2.5,0,1.1
401,서초,2016-11-30,7.5,2.5,1.2
401,서초,2016-12-01,5.7,0,2.4
401,서초,2016-12-02,2.5,0,1.4
401,서초,2016-12-03,5,0,1
401,서초,2016-12-04,6.4,0,1
401,서초,2016-12-05,7.4,0,1.8
401,서초,2016-12-06,.3,0,2.1
401,서초,2016-12-07,3.3,0,1.4
401,서초,2016-12-08,3.3,3,1.2
401,서초,2016-12-09,2.9,1,2.5
401,서초,2016-12-10,.1,0,1.6
401,서초,2016-12-11,-.4,0,1.1
401,서초,2016-12-12,3.4,0,.9
401,서초,2016-12-13,4.4,0,1.6
401,서초,2016-12-14,.5,0,1.9
401,서초,2016-12-15,-3.2,0,2.6
401,서초,2016-12-16,-2.8,0,1.7
401,서초,2016-12-17,4.5,0,1.2
401,서초,2016-12-18,6.4,0,1.5
401,서초,2016-12-19,8.4,0,1.2
401,서초,2016-12-20,8.4,0,1
401,서초,2016-12-21,8.7,36.5,1.1
401,서초,2016-12-22,7.1,22.5,1.6
401,서초,2016-12-23,-.8,0,2.5
401,서초,2016-12-24,-.7,0,1.2
401,서초,2016-12-25,1.9,0,1
401,서초,2016-12-26,3.8,0,1.2
401,서초,2016-12-27,-.8,0,3.2
401,서초,2016-12-28,-2.4,0,1.4
401,서초,2016-12-29,-2.8,.5,2.4
401,서초,2016-12-30,-2.7,0,1
401,서초,2016-12-31,1.4,0,1
401,서초,2017-01-01,3.6,0,1
401,서초,2017-01-02,6.6,0,1.5
401,서초,2017-01-03,3.3,0,1.3
401,서초,2017-01-04,5.1,0,1.3
401,서초,2017-01-05,5.2,0,1.2
401,서초,2017-01-06,6.8,0,1.3
401,서초,2017-01-07,5.6,0,1.1
401,서초,2017-01-08,7.6,0,1.5
401,서초,2017-01-09,3.3,0,2.7
401,서초,2017-01-10,-1.7,0,2.8
401,서초,2017-01-11,-1.8,0,1.9
401,서초,2017-01-12,-.5,0,2.6
401,서초,2017-01-13,-4.4,0,2.4
401,서초,2017-01-14,-6.7,0,3.4
401,서초,2017-01-15,-4.7,0,1.8
401,서초,2017-01-16,-2.8,0,1
401,서초,2017-01-17,-.9,0,1.1
401,서초,2017-01-18,1.1,0,1.1
401,서초,2017-01-19,0,0,1.3
401,서초,2017-01-20,-3,3,2.7
401,서초,2017-01-21,-4.2,0,1.2
401,서초,2017-01-22,-6.5,1,3.4
401,서초,2017-01-23,-6.9,0,2.3
401,서초,2017-01-24,-5.5,0,1.5
401,서초,2017-01-25,-4.4,0,1.4
401,서초,2017-01-26,-.4,0,1.6
401,서초,2017-01-27,-1.1,6.5,2.5
401,서초,2017-01-28,-.5,0,1
401,서초,2017-01-29,1.6,5,1
401,서초,2017-01-30,,0,1.5
401,서초,2017-01-31,-4.3,0,1.4
401,서초,2017-02-01,-2.8,0,2.4
401,서초,2017-02-02,-.8,0,1.6
401,서초,2017-02-03,2.7,0,1.1
401,서초,2017-02-04,1.8,0,1
401,서초,2017-02-05,2.6,.5,1.4
401,서초,2017-02-06,-.3,0,2.6
401,서초,2017-02-07,-.6,0,1.2
401,서초,2017-02-08,-.6,0,1.6
401,서초,2017-02-09,-3.6,0,3.2
401,서초,2017-02-10,-4.9,0,3.2
401,서초,2017-02-11,-3,0,2.3
401,서초,2017-02-12,-1.6,0,1.4
401,서초,2017-02-13,.6,0,1.2
401,서초,2017-02-14,1.5,0,1.5
401,서초,2017-02-15,2.3,0,1.2
401,서초,2017-02-16,7,0,1.5
401,서초,2017-02-17,2,3.5,3
401,서초,2017-02-18,-1,0,2
401,서초,2017-02-19,3.4,2.5,1.9
401,서초,2017-02-20,-.1,0,3.4
401,서초,2017-02-21,.9,0,1.2
401,서초,2017-02-22,2.7,5.5,1.7
401,서초,2017-02-23,-.1,0,3.3
401,서초,2017-02-24,.8,0,1.6
401,서초,2017-02-25,3.4,0,1.5
401,서초,2017-02-26,4.2,0,1.4
401,서초,2017-02-27,4.4,0,1.4
401,서초,2017-02-28,5.9,0,1.4
401,서초,2017-03-01,5.9,7,1.2
401,서초,2017-03-02,2.9,1,2.5
401,서초,2017-03-03,4.1,0,1.5
401,서초,2017-03-04,5.5,0,1.3
401,서초,2017-03-05,5.6,1,1.6
401,서초,2017-03-06,1.5,0,3.5
401,서초,2017-03-07,-.3,0,2.9
401,서초,2017-03-08,1.4,0,1.9
401,서초,2017-03-09,4.3,0,1.9
401,서초,2017-03-10,5.7,0,1.4
401,서초,2017-03-11,7.6,0,1.2
401,서초,2017-03-12,8.6,0,1.3
401,서초,2017-03-13,7.6,0,2
401,서초,2017-03-14,7,0,2.5
401,서초,2017-03-15,6.6,0,1.4
401,서초,2017-03-16,6.2,0,1.4
401,서초,2017-03-17,7.9,0,1.4
401,서초,2017-03-18,10,0,1.5
401,서초,2017-03-19,10.6,0,1.2
401,서초,2017-03-20,10.5,0,1.1
401,서초,2017-03-21,8.3,0,2.3
401,서초,2017-03-22,8.5,0,1.6
401,서초,2017-03-23,9.7,0,1.6
401,서초,2017-03-24,9.3,0,1.4
401,서초,2017-03-25,8.6,0,1.4
401,서초,2017-03-26,7.8,0,1.4
401,서초,2017-03-27,7.3,.5,1.5
401,서초,2017-03-28,7.8,0,1.4
401,서초,2017-03-29,9.4,0,1.5
401,서초,2017-03-30,11,0,1.5
401,서초,2017-03-31,9.5,2,1.3
401,서초,2017-04-01,9.3,1,1.6
401,서초,2017-04-02,8.8,0,1.4
401,서초,2017-04-03,11.8,0,1.5
401,서초,2017-04-04,14.6,0,1.5
401,서초,2017-04-05,13,37.5,1.4
401,서초,2017-04-06,11.8,3.5,1.3
401,서초,2017-04-07,15.4,0,1.3
401,서초,2017-04-08,13.7,0,1.6
401,서초,2017-04-09,14.5,1,1.6
401,서초,2017-04-10,16.3,0,2.1
401,서초,2017-04-11,15.6,0,2.1
401,서초,2017-04-12,11.9,0,2.5
401,서초,2017-04-13,13.3,0,1.6
401,서초,2017-04-14,14,4,1.7
401,서초,2017-04-15,17,0,1.2
401,서초,2017-04-16,18.6,0,1.2
401,서초,2017-04-17,15.2,5,1.2
401,서초,2017-04-18,12.2,7,1.5
401,서초,2017-04-19,13.3,0,1.6
401,서초,2017-04-20,13.7,0,1.2
401,서초,2017-04-21,13.1,0,1.5
401,서초,2017-04-22,14.5,0,1.5
401,서초,2017-04-23,14.7,0,1.4
401,서초,2017-04-24,15,0,1.5
401,서초,2017-04-25,16.7,0,1.6
401,서초,2017-04-26,16,0,2.2
401,서초,2017-04-27,14.2,0,1.9
401,서초,2017-04-28,15.1,0,1.9
401,서초,2017-04-29,17.6,0,1.7
401,서초,2017-04-30,19.6,0,1.7
401,서초,2017-05-01,20.3,0,1.2
401,서초,2017-05-02,20.4,0,1.3
401,서초,2017-05-03,21.2,0,1.3
401,서초,2017-05-04,21.3,0,1.5
401,서초,2017-05-05,21.6,0,1.4
401,서초,2017-05-06,15.2,0,2.1
401,서초,2017-05-07,16.9,0,1.6
401,서초,2017-05-08,17.9,0,1.4
401,서초,2017-05-09,16.9,2,1.2
401,서초,2017-05-10,16.3,4.5,1.4
401,서초,2017-05-11,19.3,0,1.2
401,서초,2017-05-12,19.9,0,1.1
401,서초,2017-05-13,16.6,8,1.8
401,서초,2017-05-14,16.1,0,1.9
401,서초,2017-05-15,16.4,0,1.5
401,서초,2017-05-16,17.4,0,1.3
401,서초,2017-05-17,19.2,0,1.5
401,서초,2017-05-18,20.5,0,1.4
401,서초,2017-05-19,21.4,0,1.5
401,서초,2017-05-20,21.2,0,1.6
401,서초,2017-05-21,21.6,0,1.4
401,서초,2017-05-22,21.7,0,1.3
401,서초,2017-05-23,20.1,6,1.2
401,서초,2017-05-24,21.6,1,1.5
401,서초,2017-05-25,19.6,0,2.6
401,서초,2017-05-26,17.5,0,2
401,서초,2017-05-27,19.7,0,1.5
401,서초,2017-05-28,21.2,0,1.7
401,서초,2017-05-29,22.9,0,1.4
401,서초,2017-05-30,24.6,0,1.4
401,서초,2017-05-31,23.3,0,1.4
401,서초,2017-06-01,23.7,19,1.9
401,서초,2017-06-02,20.7,0,2
401,서초,2017-06-03,20.6,0,1.9
401,서초,2017-06-04,21.4,0,1.5
401,서초,2017-06-05,23.5,0,1.3
401,서초,2017-06-06,18.9,8.5,1.8
401,서초,2017-06-07,18.2,9.5,1.6
401,서초,2017-06-08,20.5,0,1.3
401,서초,2017-06-09,22,0,1.7
401,서초,2017-06-10,21.5,2.5,1.3
401,서초,2017-06-11,22.6,0,1.4
401,서초,2017-06-12,22.6,0,1.7
401,서초,2017-06-13,21.6,1.5,1.5
401,서초,2017-06-14,21.9,0,1.4
401,서초,2017-06-15,23.6,0,1.4
401,서초,2017-06-16,25.1,0,1.4
401,서초,2017-06-17,24.1,0,1.4
401,서초,2017-06-18,24.3,0,1.6
401,서초,2017-06-19,25.1,0,1.4
401,서초,2017-06-20,26,0,1.5
401,서초,2017-06-21,25.7,0,1.4
401,서초,2017-06-22,25.8,0,1.6
401,서초,2017-06-23,27.4,0,1.3
401,서초,2017-06-24,24.2,4,1.1
401,서초,2017-06-25,23.8,0,1.1
401,서초,2017-06-26,23,24.5,1.2
401,서초,2017-06-27,25.6,1,1.2
401,서초,2017-06-28,26.4,0,1.3
401,서초,2017-06-29,26.8,0,1.4
401,서초,2017-06-30,27,0,1.5
401,서초,2017-07-01,25.6,.5,1.3
401,서초,2017-07-02,24.9,71,1
401,서초,2017-07-03,25.9,27,1.4
401,서초,2017-07-04,27,13,1.1
401,서초,2017-07-05,28.5,0,1.2
401,서초,2017-07-06,27.3,7,1.2
401,서초,2017-07-07,26.6,15,1.5
401,서초,2017-07-08,26.7,10.5,1.3
401,서초,2017-07-09,26.5,23.5,.9
401,서초,2017-07-10,24.6,120.5,1.2
401,서초,2017-07-11,27.3,4.5,1.1
401,서초,2017-07-12,28.1,0,1.2
401,서초,2017-07-13,27.6,0,1.1
401,서초,2017-07-14,28.9,9.5,1.3
401,서초,2017-07-15,25,57,1.1
401,서초,2017-07-16,26.3,60,1.1
401,서초,2017-07-17,27.3,.5,1.2
401,서초,2017-07-18,27,.5,1.1
401,서초,2017-07-19,29,0,1.2
401,서초,2017-07-20,30,0,1.2
401,서초,2017-07-21,30.4,0,1.3
401,서초,2017-07-22,29.7,.5,1.2
401,서초,2017-07-23,27.6,48.5,1.1
401,서초,2017-07-24,26.8,7.5,.8
401,서초,2017-07-25,30,0,1.1
401,서초,2017-07-26,28.3,0,2
401,서초,2017-07-27,26.9,1.5,1.4
401,서초,2017-07-28,25.5,16,.9
401,서초,2017-07-29,27.3,0,1.6
401,서초,2017-07-30,28.1,0,1.3
401,서초,2017-07-31,25.6,8.5,1.1
401,서초,2017-08-01,28.7,1,1.1
401,서초,2017-08-02,29.5,1,1.1
401,서초,2017-08-03,29.2,0,1.7
401,서초,2017-08-04,30.2,0,1.5
401,서초,2017-08-05,31.3,0,1.5
401,서초,2017-08-06,29.7,1,1.2
401,서초,2017-08-07,29.4,0,1.5
401,서초,2017-08-08,28.4,0,1.2
401,서초,2017-08-09,27.1,2.5,1.5
401,서초,2017-08-10,24.8,81.5,.7
401,서초,2017-08-11,27.1,.5,1.1
401,서초,2017-08-12,27.3,0,1.3
401,서초,2017-08-13,26.2,0,1.7
401,서초,2017-08-14,24.9,2,1.4
401,서초,2017-08-15,22.4,72.5,1.1
401,서초,2017-08-16,23.7,5.5,1
401,서초,2017-08-17,24.9,1,1
401,서초,2017-08-18,26.4,0,1
401,서초,2017-08-19,26,0,1.3
401,서초,2017-08-20,23.8,118.5,1.5
401,서초,2017-08-21,26.3,7.5,1.4
401,서초,2017-08-22,27.9,0,1.1
401,서초,2017-08-23,27.9,35.5,1.3
401,서초,2017-08-24,27.5,12.5,1.9
401,서초,2017-08-25,26.6,0,1.3
401,서초,2017-08-26,25,0,1.7
401,서초,2017-08-27,22.7,0,1.1
401,서초,2017-08-28,21.4,20,1.2
401,서초,2017-08-29,20.5,0,2.3
401,서초,2017-08-30,20.6,0,1.1
401,서초,2017-08-31,22.5,0,1.3
401,서초,2017-09-01,23.4,0,1.2
401,서초,2017-09-02,23.7,0,1.2
401,서초,2017-09-03,24.1,0,1.2
401,서초,2017-09-04,24.2,0,1.3
401,서초,2017-09-05,21.9,0,1.3
401,서초,2017-09-06,20.9,1.5,.9
401,서초,2017-09-07,22.4,0,1.1
401,서초,2017-09-08,24.7,0,1.3
401,서초,2017-09-09,23.9,0,1.3
401,서초,2017-09-10,22.8,0,1
401,서초,2017-09-11,21.7,17.5,1.2
401,서초,2017-09-12,22.6,0,1.6
401,서초,2017-09-13,21.4,0,1.4
401,서초,2017-09-14,22,0,1.3
401,서초,2017-09-15,22.4,0,1.5
401,서초,2017-09-16,22.1,0,1.5
401,서초,2017-09-17,23.2,0,1.2
401,서초,2017-09-18,22,0,1.2
401,서초,2017-09-19,23.1,2,1.5
401,서초,2017-09-20,19.8,0,2
401,서초,2017-09-21,19.9,0,1.2
401,서초,2017-09-22,20.5,0,1.3
401,서초,2017-09-23,21.4,0,1.2
401,서초,2017-09-24,22.9,0,1.2
401,서초,2017-09-25,23.3,0,1
401,서초,2017-09-26,23.9,0,1.3
401,서초,2017-09-27,22.9,0,1.2
401,서초,2017-09-28,20.2,0,1.9
401,서초,2017-09-29,17.2,0,1.4
401,서초,2017-09-30,19.6,0,1.6
401,서초,2017-10-01,17.7,9.5,1.1
401,서초,2017-10-02,21.7,4,1.1
401,서초,2017-10-03,17.7,0,1.8
